dayofyear,hourofday,Wind,Tair
73,17,15,90
73,18,15,90
73,19,90,90
73,20,15,15
73,21,15,15
73,22,15,15
73,23,15,15
74,0,15,15
74,1,15,15
74,2,15,15
74,3,15,15
74,4,15,15
74,5,15,90
74,6,15,15
74,7,15,15
74,8,90,90
74,9,15,90
74,10,15,30
74,11,90,90
74,12,90,15
74,13,90,15
74,14,15,15
74,15,15,90
74,16,15,90
74,17,15,15
74,18,15,90
74,19,60,90
74,20,15,15
74,21,15,15
74,22,15,15
74,23,15,15
75,0,15,15
75,1,15,15
75,2,15,15
75,3,15,15
75,4,15,15
75,5,15,15
75,6,15,15
75,7,15,15
75,8,15,90
75,9,15,90
75,10,15,30
75,11,90,90
75,12,90,15
75,13,90,15
75,14,15,15
75,15,15,90
75,16,15,90
75,17,15,15
75,18,30,90
75,19,60,90
75,20,30,60
75,21,15,15
75,22,15,15
75,23,15,15
76,0,15,15
76,1,15,15
76,2,15,15
76,3,15,15
76,4,15,15
76,5,15,15
76,6,15,15
76,7,15,15
76,8,90,90
76,9,15,90
76,10,15,90
76,11,90,90
76,12,90,15
76,13,60,15
76,14,15,15
76,15,15,90
76,16,15,90
76,17,15,90
76,18,15,90
76,19,60,90
76,20,30,15
76,21,15,15
76,22,15,15
76,23,15,15
77,0,15,15
77,1,15,15
77,2,15,15
77,3,15,15
77,4,15,15
77,5,15,15
77,6,15,15
77,7,15,15
77,8,90,15
77,9,15,90
77,10,15,90
77,11,90,90
77,12,90,15
77,13,60,15
77,14,15,15
77,15,15,90
77,16,15,90
77,17,15,15
77,18,30,90
77,19,60,90
77,20,30,15
77,21,15,15
77,22,15,15
77,23,15,15
78,0,15,15
78,1,15,15
78,2,15,15
78,3,15,15
78,4,15,15
78,5,15,15
78,6,15,15
78,7,15,15
78,8,90,90
78,9,15,90
78,10,15,90
78,11,90,90
78,12,90,60
78,13,60,15
78,14,15,15
78,15,15,90
78,16,15,90
78,17,15,15
78,18,30,90
78,19,60,90
78,20,30,15
78,21,30,15
78,22,15,15
78,23,15,15
79,0,90,30
79,1,15,45
79,2,15,15
79,3,15,15
79,4,30,15
79,5,15,15
79,6,15,15
79,7,15,15
79,8,90,90
79,9,15,90
79,10,15,90
79,11,90,90
79,12,90,15
79,13,60,15
79,14,15,15
79,15,15,90
79,16,15,90
79,17,15,90
79,18,30,90
79,19,60,90
79,20,30,15
79,21,30,15
79,22,30,15
79,23,90,15
80,0,90,30
80,1,90,15
80,2,15,15
80,3,15,15
80,4,15,15
80,5,15,15
80,6,15,15
80,7,15,15
80,8,90,90
80,9,15,90
80,10,15,90
80,11,15,90
80,12,90,45
80,13,60,15
80,14,15,15
80,15,15,90
80,16,15,90
80,17,15,90
80,18,30,90
80,19,60,90
80,20,30,15
80,21,30,15
80,22,30,15
80,23,90,15
81,0,90,30
81,1,90,60
81,2,15,60
81,3,15,90
81,4,15,90
81,5,15,90
81,6,15,15
81,7,15,15
81,8,90,90
81,9,15,90
81,10,15,90
81,11,15,90
81,12,90,45
81,13,15,15
81,14,15,45
81,15,15,90
81,16,15,90
81,17,15,90
81,18,30,90
81,19,60,90
81,20,30,15
81,21,30,15
81,22,30,15
81,23,90,15
82,0,90,30
82,1,15,60
82,2,15,60
82,3,15,90
82,4,15,90
82,5,15,90
82,6,15,90
82,7,90,90
82,8,90,90
82,9,15,90
82,10,15,90
82,11,15,90
82,12,90,60
82,13,60,15
82,14,15,60
82,15,15,90
82,16,15,90
82,17,15,90
82,18,30,90
82,19,60,90
82,20,30,45
82,21,15,15
82,22,30,15
82,23,60,15
83,0,90,30
83,1,90,60
83,2,15,60
83,3,15,90
83,4,15,90
83,5,15,90
83,6,15,90
83,7,90,90
83,8,90,90
83,9,15,90
83,10,15,90
83,11,15,90
83,12,90,15
83,13,15,15
83,14,15,60
83,15,15,90
83,16,15,90
83,17,15,90
83,18,30,90
83,19,60,90
83,20,30,60
83,21,30,15
83,22,30,15
83,23,60,15
84,0,90,30
84,1,90,60
84,2,15,60
84,3,15,90
84,4,15,90
84,5,15,90
84,6,15,90
84,7,90,90
84,8,90,90
84,9,90,90
84,10,15,90
84,11,15,90
84,12,90,45
84,13,15,15
84,14,15,60
84,15,15,90
84,16,15,90
84,17,15,90
84,18,30,90
84,19,60,90
84,20,30,60
84,21,30,15
84,22,30,15
84,23,30,15
85,0,90,45
85,1,90,60
85,2,15,60
85,3,15,90
85,4,15,90
85,5,15,90
85,6,15,90
85,7,90,90
85,8,90,90
85,9,90,90
85,10,90,90
85,11,90,90
85,12,90,15
85,13,60,15
85,14,15,60
85,15,15,90
85,16,30,90
85,17,30,90
85,18,30,90
85,19,90,90
85,20,30,60
85,21,30,15
85,22,30,15
85,23,30,15
86,0,90,15
86,1,90,60
86,2,90,60
86,3,15,90
86,4,90,90
86,5,90,90
86,6,30,90
86,7,90,90
86,8,90,90
86,9,90,90
86,10,90,90
86,11,90,90
86,12,90,15
86,13,60,15
86,14,15,60
86,15,15,90
86,16,30,90
86,17,30,90
86,18,30,90
86,19,45,90
86,20,30,60
86,21,30,15
86,22,30,15
86,23,30,15
87,0,90,45
87,1,90,60
87,2,90,60
87,3,90,90
87,4,90,90
87,5,90,90
87,6,30,90
87,7,90,90
87,8,90,90
87,9,90,90
87,10,90,15
87,11,90,90
87,12,90,15
87,13,60,45
87,14,15,60
87,15,15,90
87,16,15,90
87,17,15,90
87,18,15,90
87,19,45,90
87,20,30,60
87,21,30,15
87,22,30,15
87,23,30,15
88,0,90,15
88,1,90,60
88,2,90,60
88,3,90,90
88,4,90,90
88,5,90,90
88,6,30,90
88,7,90,90
88,8,90,90
88,9,90,90
88,10,90,15
88,11,90,90
88,12,90,15
88,13,60,45
88,14,15,60
88,15,15,90
88,16,15,90
88,17,15,90
88,18,15,90
88,19,45,90
88,20,30,60
88,21,30,60
88,22,30,60
88,23,30,45
89,0,90,45
89,1,90,60
89,2,90,60
89,3,90,90
89,4,90,90
89,5,90,90
89,6,90,90
89,7,90,90
89,8,90,90
89,9,90,90
89,10,90,90
89,11,90,90
89,12,90,15
89,13,45,45
89,14,30,60
89,15,15,90
89,16,15,90
89,17,45,90
89,18,45,90
89,19,45,90
89,20,30,60
89,21,30,45
89,22,30,60
89,23,30,45
90,0,90,60
90,1,90,60
90,2,45,60
90,3,90,90
90,4,90,90
90,5,90,90
90,6,15,90
90,7,90,90
90,8,90,90
90,9,90,90
90,10,90,90
90,11,90,90
90,12,90,45
90,13,45,45
90,14,15,60
90,15,15,90
90,16,15,90
90,17,45,90
90,18,45,90
90,19,45,90
90,20,15,60
90,21,30,45
90,22,30,45
90,23,45,45
91,0,90,60
91,1,90,60
91,2,45,60
91,3,90,90
91,4,90,90
91,5,90,90
91,6,90,90
91,7,90,90
91,8,90,60
91,9,90,90
91,10,90,90
91,11,90,90
91,12,90,30
91,13,45,45
91,14,30,60
91,15,30,90
91,16,45,90
91,17,45,90
91,18,45,90
91,19,45,90
91,20,45,60
91,21,30,45
91,22,30,45
91,23,30,45
92,0,90,45
92,1,90,60
92,2,45,60
92,3,90,90
92,4,90,90
92,5,90,90
92,6,90,90
92,7,90,90
92,8,90,60
92,9,90,60
92,10,90,90
92,11,90,90
92,12,90,45
92,13,45,45
92,14,30,60
92,15,30,90
92,16,45,90
92,17,45,90
92,18,45,90
92,19,45,90
92,20,45,60
92,21,30,30
92,22,30,45
92,23,30,45
93,0,90,45
93,1,90,60
93,2,45,60
93,3,45,90
93,4,45,90
93,5,15,90
93,6,45,90
93,7,90,60
93,8,90,60
93,9,45,90
93,10,90,90
93,11,90,90
93,12,90,45
93,13,45,45
93,14,30,60
93,15,45,90
93,16,45,90
93,17,45,90
93,18,45,90
93,19,45,90
93,20,45,60
93,21,45,45
93,22,45,45
93,23,30,45
94,0,45,45
94,1,90,60
94,2,45,60
94,3,45,90
94,4,45,90
94,5,15,90
94,6,45,90
94,7,90,60
94,8,90,60
94,9,45,60
94,10,90,60
94,11,90,90
94,12,90,15
94,13,45,45
94,14,45,60
94,15,45,90
94,16,45,90
94,17,45,90
94,18,45,90
94,19,45,90
94,20,45,60
94,21,45,45
94,22,45,45
94,23,45,45
95,0,90,45
95,1,90,60
95,2,45,60
95,3,45,90
95,4,45,90
95,5,45,90
95,6,45,90
95,7,90,60
95,8,90,60
95,9,45,60
95,10,90,60
95,11,90,60
95,12,90,15
95,13,45,45
95,14,45,60
95,15,45,90
95,16,45,90
95,17,45,90
95,18,45,90
95,19,45,15
95,20,45,60
95,21,45,15
95,22,45,45
95,23,45,45
96,0,90,45
96,1,90,60
96,2,90,60
96,3,45,90
96,4,45,90
96,5,90,90
96,6,90,90
96,7,90,60
96,8,90,60
96,9,90,60
96,10,90,60
96,11,90,60
96,12,90,15
96,13,45,45
96,14,45,60
96,15,45,90
96,16,45,90
96,17,45,90
96,18,45,90
96,19,45,15
96,20,45,60
96,21,45,30
96,22,45,45
96,23,15,45
97,0,90,45
97,1,90,60
97,2,90,60
97,3,90,90
97,4,45,90
97,5,90,90
97,6,90,90
97,7,90,60
97,8,90,60
97,9,90,60
97,10,90,60
97,11,90,90
97,12,90,15
97,13,45,45
97,14,45,60
97,15,45,90
97,16,45,90
97,17,45,90
97,18,45,15
97,19,45,15
97,20,45,45
97,21,30,30
97,22,45,30
97,23,45,45
98,0,90,60
98,1,90,60
98,2,90,60
98,3,90,90
98,4,90,90
98,5,90,90
98,6,90,90
98,7,90,60
98,8,90,60
98,9,90,60
98,10,90,60
98,11,90,90
98,12,90,15
98,13,45,45
98,14,45,60
98,15,45,90
98,16,45,15
98,17,45,90
98,18,45,15
98,19,45,15
98,20,45,45
98,21,30,30
98,22,45,30
98,23,15,45
99,0,90,60
99,1,90,60
99,2,90,60
99,3,90,90
99,4,90,90
99,5,90,90
99,6,90,90
99,7,90,90
99,8,90,60
99,9,90,60
99,10,90,60
99,11,90,90
99,12,90,15
99,13,45,45
99,14,45,60
99,15,45,90
99,16,45,90
99,17,45,90
99,18,45,15
99,19,45,30
99,20,45,45
99,21,30,30
99,22,45,30
99,23,15,45
100,0,90,45
100,1,90,60
100,2,90,90
100,3,90,90
100,4,90,90
100,5,90,90
100,6,90,90
100,7,90,90
100,8,90,60
100,9,90,60
100,10,90,60
100,11,90,90
100,12,90,15
100,13,45,45
100,14,45,60
100,15,45,90
100,16,45,90
100,17,45,90
100,18,45,15
100,19,45,30
100,20,30,45
100,21,30,30
100,22,45,30
100,23,30,30
101,0,90,45
101,1,90,60
101,2,90,90
101,3,90,90
101,4,90,90
101,5,90,90
101,6,90,90
101,7,90,90
101,8,90,60
101,9,45,60
101,10,45,60
101,11,90,90
101,12,90,15
101,13,45,45
101,14,45,60
101,15,45,90
101,16,45,90
101,17,45,90
101,18,45,15
101,19,45,30
101,20,45,45
101,21,45,30
101,22,45,30
101,23,45,30
102,0,90,60
102,1,90,60
102,2,60,90
102,3,90,90
102,4,60,90
102,5,90,90
102,6,45,90
102,7,90,90
102,8,90,60
102,9,45,90
102,10,45,60
102,11,90,90
102,12,90,15
102,13,45,45
102,14,45,60
102,15,45,90
102,16,45,15
102,17,45,90
102,18,45,15
102,19,30,15
102,20,15,45
102,21,30,30
102,22,45,30
102,23,45,15
103,0,90,90
103,1,90,90
103,2,60,90
103,3,90,90
103,4,90,90
103,5,90,90
103,6,60,90
103,7,90,90
103,8,90,60
103,9,45,90
103,10,45,60
103,11,90,90
103,12,90,15
103,13,45,45
103,14,45,90
103,15,45,90
103,16,45,90
103,17,45,90
103,18,45,15
103,19,30,15
103,20,15,45
103,21,45,30
103,22,45,30
103,23,30,30
104,0,90,90
104,1,90,90
104,2,60,90
104,3,90,90
104,4,90,90
104,5,90,90
104,6,60,90
104,7,90,90
104,8,90,90
104,9,90,90
104,10,45,90
104,11,90,90
104,12,90,30
104,13,30,45
104,14,45,90
104,15,45,90
104,16,45,90
104,17,45,90
104,18,45,15
104,19,30,15
104,20,30,45
104,21,30,30
104,22,45,30
104,23,30,15
105,0,90,90
105,1,90,90
105,2,60,90
105,3,90,90
105,4,60,90
105,5,90,90
105,6,60,90
105,7,90,90
105,8,90,90
105,9,90,90
105,10,45,90
105,11,90,90
105,12,15,15
105,13,30,45
105,14,30,90
105,15,30,90
105,16,45,90
105,17,60,90
105,18,30,15
105,19,30,15
105,20,30,45
105,21,30,30
105,22,30,30
105,23,30,15
106,0,90,90
106,1,90,90
106,2,60,90
106,3,90,90
106,4,90,90
106,5,60,90
106,6,60,90
106,7,90,90
106,8,90,90
106,9,90,90
106,10,60,90
106,11,90,90
106,12,90,15
106,13,30,45
106,14,30,90
106,15,30,15
106,16,60,15
106,17,60,15
106,18,30,15
106,19,30,15
106,20,15,15
106,21,15,15
106,22,15,15
106,23,30,15
107,0,90,90
107,1,60,90
107,2,60,90
107,3,60,90
107,4,90,90
107,5,60,90
107,6,90,90
107,7,90,90
107,8,90,90
107,9,90,90
107,10,90,90
107,11,90,90
107,12,90,15
107,13,30,30
107,14,30,90
107,15,30,15
107,16,60,15
107,17,60,15
107,18,30,15
107,19,30,15
107,20,15,15
107,21,15,15
107,22,15,15
107,23,30,15
108,0,60,15
108,1,60,90
108,2,60,90
108,3,60,90
108,4,60,90
108,5,60,90
108,6,90,90
108,7,90,90
108,8,90,90
108,9,60,90
108,10,90,90
108,11,90,90
108,12,90,15
108,13,15,30
108,14,30,90
108,15,30,15
108,16,60,15
108,17,60,90
108,18,30,15
108,19,15,15
108,20,15,15
108,21,30,15
108,22,30,15
108,23,30,15
109,0,30,15
109,1,60,90
109,2,60,90
109,3,60,90
109,4,60,90
109,5,60,90
109,6,90,90
109,7,90,90
109,8,90,90
109,9,60,90
109,10,90,90
109,11,90,90
109,12,90,15
109,13,15,30
109,14,30,90
109,15,60,90
109,16,60,30
109,17,60,90
109,18,30,15
109,19,30,15
109,20,15,15
109,21,30,15
109,22,30,15
109,23,30,15
110,0,60,15
110,1,60,90
110,2,60,90
110,3,60,90
110,4,60,90
110,5,60,90
110,6,90,90
110,7,90,90
110,8,90,90
110,9,60,90
110,10,90,90
110,11,90,90
110,12,90,15
110,13,30,30
110,14,30,90
110,15,60,15
110,16,60,15
110,17,60,90
110,18,30,15
110,19,15,15
110,20,15,15
110,21,15,15
110,22,30,15
110,23,15,15
111,0,60,15
111,1,60,90
111,2,60,90
111,3,60,90
111,4,90,90
111,5,60,90
111,6,90,90
111,7,90,90
111,8,90,90
111,9,60,90
111,10,90,90
111,11,90,90
111,12,45,15
111,13,30,30
111,14,30,90
111,15,60,15
111,16,60,15
111,17,60,90
111,18,30,15
111,19,15,15
111,20,15,15
111,21,15,15
111,22,30,15
111,23,30,15
112,0,60,15
112,1,60,90
112,2,60,90
112,3,90,90
112,4,90,90
112,5,90,90
112,6,90,90
112,7,90,90
112,8,90,90
112,9,60,90
112,10,90,90
112,11,90,90
112,12,45,15
112,13,30,30
112,14,30,90
112,15,30,15
112,16,60,15
112,17,60,15
112,18,30,15
112,19,15,15
112,20,15,15
112,21,15,15
112,22,15,15
112,23,15,15
113,0,30,15
113,1,60,90
113,2,60,90
113,3,90,90
113,4,90,90
113,5,90,90
113,6,90,90
113,7,90,90
113,8,90,90
113,9,90,90
113,10,90,90
113,11,30,90
113,12,30,15
113,13,30,30
113,14,30,90
113,15,30,15
113,16,60,15
113,17,60,15
113,18,30,15
113,19,15,15
113,20,15,15
113,21,15,15
113,22,15,15
113,23,30,15
114,0,30,15
114,1,60,90
114,2,30,90
114,3,90,90
114,4,90,90
114,5,90,90
114,6,90,90
114,7,90,90
114,8,90,90
114,9,90,90
114,10,90,90
114,11,30,90
114,12,30,15
114,13,30,30
114,14,30,90
114,15,30,15
114,16,60,15
114,17,60,30
114,18,30,15
114,19,15,15
114,20,15,15
114,21,15,15
114,22,15,15
114,23,15,15
115,0,30,15
115,1,60,90
115,2,30,90
115,3,90,90
115,4,90,90
115,5,90,90
115,6,90,90
115,7,90,90
115,8,90,90
115,9,90,90
115,10,90,90
115,11,30,90
115,12,30,15
115,13,30,30
115,14,30,90
115,15,30,15
115,16,60,15
115,17,60,30
115,18,30,15
115,19,15,15
115,20,15,15
115,21,15,15
115,22,15,15
115,23,15,15
116,0,60,15
116,1,60,90
116,2,60,90
116,3,90,90
116,4,90,90
116,5,90,90
116,6,90,90
116,7,90,90
116,8,90,90
116,9,60,90
116,10,90,90
116,11,30,15
116,12,30,15
116,13,30,30
116,14,30,90
116,15,30,15
116,16,60,15
116,17,60,30
116,18,30,30
116,19,15,15
116,20,15,15
116,21,15,15
116,22,15,15
116,23,15,15
117,0,60,15
117,1,60,90
117,2,60,90
117,3,90,90
117,4,90,90
117,5,90,90
117,6,90,90
117,7,90,90
117,8,90,90
117,9,60,90
117,10,60,90
117,11,30,90
117,12,30,15
117,13,30,30
117,14,30,90
117,15,30,15
117,16,60,15
117,17,60,30
117,18,30,30
117,19,15,15
117,20,15,15
117,21,15,15
117,22,15,15
117,23,15,15
118,0,15,15
118,1,60,90
118,2,60,90
118,3,90,90
118,4,90,90
118,5,90,90
118,6,90,90
118,7,90,90
118,8,15,90
118,9,60,90
118,10,60,90
118,11,15,90
118,12,15,15
118,13,15,15
118,14,15,90
118,15,15,15
118,16,60,15
118,17,60,30
118,18,15,30
118,19,15,15
118,20,15,15
118,21,15,15
118,22,15,15
118,23,15,15
119,0,15,15
119,1,60,90
119,2,60,90
119,3,90,90
119,4,90,90
119,5,90,90
119,6,90,90
119,7,90,90
119,8,15,90
119,9,15,90
119,10,60,90
119,11,15,90
119,12,15,15
119,13,15,15
119,14,15,15
119,15,15,15
119,16,60,15
119,17,60,30
119,18,15,30
119,19,15,15
119,20,15,15
119,21,15,15
119,22,15,15
119,23,15,15
120,0,15,90
120,1,60,90
120,2,60,90
120,3,15,90
120,4,90,90
120,5,90,90
120,6,90,90
120,7,90,90
120,8,15,90
120,9,15,90
120,10,15,90
120,11,15,15
120,12,15,15
120,13,15,15
120,14,15,15
120,15,15,15
120,16,60,15
120,17,15,15
120,18,15,15
120,19,15,15
120,20,15,15
120,21,15,15
120,22,15,15
120,23,15,15
121,0,15,90
121,1,60,90
121,2,15,90
121,3,15,90
121,4,90,90
121,5,90,90
121,6,90,90
121,7,90,90
121,8,15,90
121,9,15,90
121,10,15,90
121,11,15,15
121,12,15,15
121,13,15,15
121,14,15,15
121,15,15,15
121,16,60,15
121,17,15,15
121,18,15,30
121,19,15,15
121,20,15,15
121,21,15,15
121,22,15,15
121,23,15,15
122,0,15,15
122,1,15,90
122,2,15,90
122,3,15,90
122,4,15,90
122,5,90,90
122,6,90,90
122,7,90,90
122,8,15,90
122,9,15,90
122,10,15,90
122,11,15,15
122,12,15,15
122,13,15,15
122,14,15,15
122,15,15,15
122,16,15,15
122,17,15,15
122,18,15,30
122,19,15,15
122,20,15,15
122,21,15,15
122,22,15,15
122,23,15,15
123,0,15,15
123,1,15,90
123,2,15,90
123,3,15,90
123,4,15,90
123,5,90,90
123,6,90,90
123,7,90,90
123,8,15,15
123,9,15,90
123,10,15,90
123,11,15,15
123,12,15,15
123,13,15,15
123,14,15,15
123,15,15,15
123,16,15,15
123,17,15,15
123,18,15,30
123,19,15,15
123,20,15,15
123,21,15,15
123,22,15,15
123,23,15,15
124,0,15,15
124,1,15,90
124,2,15,90
124,3,15,90
124,4,15,90
124,5,90,90
124,6,90,90
124,7,90,15
124,8,15,15
124,9,15,15
124,10,15,90
124,11,15,15
124,12,15,15
124,13,15,15
124,14,15,15
124,15,15,15
124,16,15,15
124,17,15,15
124,18,15,30
124,19,15,15
124,20,15,15
124,21,15,15
124,22,15,15
124,23,15,15
125,0,15,15
125,1,15,90
125,2,15,90
125,3,15,90
125,4,15,90
125,5,90,90
125,6,90,90
125,7,90,15
125,8,15,15
125,9,15,90
125,10,15,90
125,11,15,15
125,12,15,15
125,13,15,15
125,14,15,15
125,15,15,15
125,16,15,15
125,17,15,15
125,18,15,30
125,19,15,15
125,20,15,15
125,21,15,15
125,22,15,15
125,23,15,15
126,0,15,15
126,1,15,15
126,2,15,90
126,3,15,90
126,4,15,90
126,5,90,90
126,6,90,90
126,7,90,15
126,8,15,90
126,9,15,90
126,10,15,90
126,11,15,15
126,12,15,15
126,13,15,15
126,14,15,15
126,15,15,15
126,16,15,15
126,17,15,15
126,18,15,30
126,19,15,15
126,20,15,15
126,21,15,15
126,22,15,15
126,23,15,15
127,0,15,90
127,1,15,90
127,2,15,90
127,3,15,90
127,4,15,90
127,5,90,90
127,6,90,90
127,7,90,15
127,8,15,15
127,9,15,90
127,10,15,90
127,11,15,15
127,12,15,15
127,13,15,15
127,14,15,15
127,15,15,15
127,16,15,15
127,17,15,15
127,18,15,30
127,19,15,15
127,20,15,15
127,21,15,15
127,22,15,15
127,23,15,15
128,0,15,90
128,1,15,90
128,2,15,90
128,3,15,90
128,4,15,90
128,5,90,90
128,6,90,90
128,7,90,15
128,8,15,90
128,9,15,90
128,10,15,90
128,11,15,15
128,12,15,15
128,13,15,15
128,14,15,15
128,15,15,15
128,16,15,15
128,17,15,15
128,18,15,15
128,19,15,15
128,20,15,15
128,21,15,15
128,22,15,15
128,23,15,15
129,0,15,90
129,1,15,90
129,2,15,90
129,3,15,90
129,4,15,90
129,5,90,90
129,6,90,90
129,7,15,15
129,8,15,90
129,9,15,90
129,10,15,90
129,11,15,15
129,12,15,15
129,13,15,15
129,14,15,90
129,15,15,15
129,16,15,15
129,17,15,15
129,18,15,15
129,19,15,15
129,20,15,15
129,21,15,15
129,22,15,15
129,23,15,15
130,0,15,90
130,1,15,90
130,2,15,90
130,3,15,90
130,4,15,90
130,5,90,90
130,6,90,90
130,7,15,15
130,8,15,90
130,9,15,90
130,10,15,90
130,11,15,15
130,12,15,15
130,13,15,15
130,14,15,15
130,15,15,15
130,16,15,15
130,17,15,15
130,18,15,15
130,19,15,15
130,20,15,15
130,21,15,15
130,22,15,15
130,23,15,15
131,0,15,90
131,1,15,90
131,2,15,90
131,3,15,90
131,4,15,90
131,5,90,15
131,6,90,90
131,7,15,15
131,8,15,15
131,9,15,90
131,10,15,90
131,11,15,15
131,12,15,15
131,13,15,15
131,14,15,15
131,15,15,15
131,16,15,15
131,17,15,15
131,18,15,15
131,19,15,15
131,20,15,15
131,21,15,15
131,22,15,15
131,23,15,90
132,0,15,90
132,1,15,90
132,2,15,15
132,3,15,90
132,4,15,90
132,5,90,15
132,6,90,15
132,7,15,15
132,8,15,15
132,9,15,90
132,10,15,90
132,11,15,15
132,12,15,15
132,13,15,15
132,14,15,15
132,15,15,15
132,16,15,15
132,17,15,15
132,18,15,15
132,19,15,15
132,20,15,15
132,21,15,15
132,22,15,15
132,23,15,90
133,0,15,90
133,1,15,90
133,2,15,15
133,3,15,90
133,4,15,90
133,5,90,15
133,6,90,15
133,7,15,15
133,8,15,15
133,9,15,90
133,10,15,90
133,11,15,15
133,12,15,15
133,13,30,15
133,14,15,15
133,15,15,15
133,16,15,15
133,17,15,15
133,18,15,15
133,19,15,15
133,20,15,15
133,21,15,15
133,22,30,15
133,23,15,90
134,0,15,90
134,1,15,90
134,2,15,15
134,3,15,90
134,4,15,90
134,5,15,15
134,6,90,90
134,7,15,15
134,8,15,15
134,9,15,90
134,10,15,90
134,11,15,15
134,12,15,15
134,13,30,15
134,14,15,15
134,15,15,15
134,16,15,15
134,17,15,15
134,18,15,15
134,19,15,15
134,20,15,15
134,21,15,15
134,22,30,15
134,23,15,90
135,0,15,90
135,1,15,90
135,2,15,15
135,3,15,90
135,4,15,15
135,5,15,15
135,6,30,90
135,7,30,15
135,8,15,15
135,9,15,15
135,10,15,15
135,11,15,15
135,12,15,15
135,13,30,15
135,14,15,15
135,15,15,15
135,16,90,15
135,17,15,15
135,18,15,15
135,19,15,15
135,20,15,15
135,21,15,15
135,22,15,15
135,23,15,90
136,0,15,90
136,1,15,90
136,2,15,15
136,3,15,90
136,4,15,15
136,5,15,15
136,6,30,90
136,7,30,15
136,8,30,15
136,9,15,15
136,10,15,15
136,11,15,15
136,12,15,15
136,13,15,15
136,14,15,15
136,15,30,15
136,16,90,15
136,17,15,15
136,18,15,15
136,19,15,15
136,20,15,15
136,21,15,15
136,22,15,15
136,23,15,90
137,0,15,90
137,1,15,90
137,2,15,15
137,3,15,90
137,4,15,90
137,5,15,90
137,6,30,90
137,7,30,15
137,8,30,15
137,9,30,15
137,10,15,15
137,11,15,15
137,12,15,15
137,13,15,15
137,14,30,90
137,15,30,15
137,16,90,15
137,17,30,15
137,18,15,15
137,19,15,15
137,20,15,15
137,21,15,15
137,22,15,15
137,23,30,90
138,0,15,90
138,1,15,90
138,2,15,15
138,3,15,90
138,4,15,90
138,5,15,90
138,6,30,90
138,7,30,15
138,8,15,15
138,9,15,15
138,10,15,15
138,11,15,15
138,12,15,15
138,13,15,15
138,14,30,90
138,15,30,30
138,16,90,30
138,17,15,15
138,18,15,15
138,19,15,15
138,20,15,15
138,21,15,15
138,22,15,15
138,23,15,90
139,0,15,90
139,1,15,90
139,2,15,15
139,3,15,90
139,4,15,90
139,5,15,30
139,6,30,90
139,7,30,15
139,8,30,15
139,9,15,15
139,10,15,15
139,11,15,15
139,12,15,15
139,13,15,15
139,14,30,90
139,15,30,30
139,16,90,90
139,17,15,15
139,18,15,15
139,19,30,15
139,20,15,15
139,21,15,15
139,22,30,15
139,23,30,90
140,0,15,90
140,1,15,90
140,2,15,15
140,3,15,15
140,4,15,15
140,5,15,15
140,6,30,90
140,7,30,15
140,8,30,15
140,9,30,60
140,10,15,15
140,11,15,15
140,12,15,15
140,13,15,15
140,14,30,90
140,15,30,30
140,16,90,90
140,17,15,15
140,18,15,15
140,19,30,15
140,20,30,15
140,21,15,15
140,22,15,15
140,23,15,90
141,0,15,90
141,1,15,15
141,2,15,15
141,3,15,15
141,4,15,15
141,5,15,15
141,6,15,15
141,7,15,15
141,8,15,15
141,9,15,60
141,10,15,60
141,11,15,15
141,12,15,15
141,13,15,15
141,14,30,90
141,15,30,30
141,16,90,90
141,17,30,15
141,18,30,15
141,19,30,90
141,20,15,15
141,21,15,15
141,22,15,15
141,23,15,90
142,0,15,90
142,1,15,15
142,2,15,15
142,3,15,15
142,4,15,15
142,5,15,15
142,6,15,15
142,7,15,15
142,8,15,15
142,9,15,15
142,10,15,15
142,11,15,15
142,12,15,15
142,13,15,15
142,14,15,90
142,15,30,30
142,16,90,90
142,17,30,90
142,18,15,15
142,19,30,90
142,20,15,15
142,21,15,15
142,22,15,15
142,23,15,90
143,0,15,90
143,1,15,15
143,2,15,15
143,3,15,15
143,4,15,15
143,5,15,15
143,6,15,15
143,7,15,15
143,8,15,15
143,9,15,15
143,10,15,30
143,11,15,15
143,12,15,15
143,13,15,15
143,14,15,90
143,15,30,30
143,16,30,90
143,17,15,90
143,18,15,15
143,19,30,90
143,20,15,15
143,21,15,15
143,22,15,15
143,23,15,90
144,0,15,90
144,1,15,15
144,2,15,15
144,3,15,15
144,4,15,15
144,5,15,15
144,6,15,15
144,7,15,15
144,8,15,15
144,9,15,15
144,10,15,30
144,11,15,15
144,12,15,15
144,13,15,15
144,14,15,90
144,15,30,30
144,16,30,90
144,17,15,90
144,18,15,90
144,19,15,90
144,20,15,15
144,21,15,15
144,22,15,15
144,23,15,90
145,0,15,90
145,1,15,15
145,2,15,15
145,3,15,15
145,4,15,15
145,5,15,15
145,6,15,15
145,7,15,15
145,8,15,15
145,9,15,15
145,10,15,30
145,11,15,15
145,12,15,15
145,13,15,15
145,14,15,15
145,15,15,30
145,16,15,30
145,17,15,30
145,18,15,15
145,19,30,30
145,20,15,15
145,21,15,15
145,22,15,15
145,23,15,90
146,0,15,90
146,1,15,15
146,2,15,15
146,3,15,15
146,4,15,15
146,5,15,15
146,6,15,30
146,7,15,30
146,8,15,15
146,9,15,15
146,10,15,30
146,11,15,15
